name,type,source,address,grow,lat,lon,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address_2,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Area
Green Valley Farm,Non-commercial Farm,Stern,"93 New Lots Ave, Brooklyn, NY 11212, USA","Outdoor, Indoor","40.658173","-73.9018059",BK,"3857","1","316","920","3008","23","42","11212",E257,"73","33","6000","3","16",1A,93 NEW LOTS AVENUE,R6,,,,C2-3,,,,,,N,QG,"09","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"1680","0","0","0","0","0","0","0","0","0","7","0",0.00000000000,"0","0",21.67000000000,85.58000000000,0.00000000000,0.00000000000,,"0",Y,"3","5",94050.00000000000,94050.00000000000,94050.00000000000,"0","0","0",,,0.00000000000,2.43000000000,0.00000000000,4.80000000000,"3",3038570000.99999952316,"0","0920","1011493","179086",17d,,317 008,"31208",,0.00000000000,,"1",,,21v2,t,40.65818450000,-73.90181100000,,0.00000000000,1652.44990388000
Groundwork Hudson Valley - Science Barge,Non-commercial Farm,Stern,"22 Main St 2nd Floor, Yonkers, NY 10701, USA",Outdoor,"40.9341","-73.899303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlem Grown,Non-commercial Farm,Stern,"118 W 134th St, New York, NY 10030, USA",Outdoor,"40.8138063","-73.94287059999999",MN,"1918","46","110","226","1000","05","9","10030",E059,"32","11","1200","1","10",3B,116 WEST 134 STREET,R7-2,,,,,,,,,,N,QG,"09","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"10941","0","0","0","0","0","0","0","0","0","7","0",0.00000000000,"0","0",109.50000000000,99.92000000000,0.00000000000,0.00000000000,,"0",N,"5","5",735750.00000000000,735750.00000000000,735750.00000000000,"0","0","0",,,0.00000000000,3.44000000000,0.00000000000,6.50000000000,"1",1019180046.00000000000,"0","0226","1000079","235773",6a,,111S016,"10704",,1019180046.00000000000,09/25/2000,"1",,,21v2,t,40.81380400000,-73.94281590000,,0.00000000000,10892.98448610000
Harlem Grown,Non-commercial Farm,Stern,"126 W 134th St, New York, NY 10030, USA",Outdoor,"40.8139732","-73.9430939",MN,"1918","51","110","226","1000","05","9","10030",E059,"32","11","1200","1","10",3B,WEST 134 STREET,R7-2,,,,,,,,,,N,QG,"09","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"2998","0","0","0","0","0","0","0","0","0","7","0",0.00000000000,"0","0",30.00000000000,99.92000000000,0.00000000000,0.00000000000,,"0",N,"5","5",272250.00000000000,272250.00000000000,272250.00000000000,"0","0","0",,,0.00000000000,3.44000000000,0.00000000000,6.50000000000,"1",1019180051.00000000000,"0","0226","999996","235819",6a,,111S016,"10704",,0.00000000000,,"1",,,21v2,t,40.81393040000,-73.94311560000,,0.00000000000,2761.49328396000
Harlem Grown,Non-commercial Farm,Stern,"34 W 131st St, New York, NY 10037, USA",Outdoor,"40.810685","-73.94124599999999",MN,"1728","54","110","208","1001","05","9","10037",L030,"32","11","1300","1","10",3B,34 WEST 131 STREET,R7-2,,,,,,,,,,N,QG,"09","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"3331","0","0","0","0","0","0","0","0","0","7","0",0.00000000000,"0","0",33.33000000000,99.92000000000,0.00000000000,0.00000000000,,"0",N,"5","5",302850.00000000000,302850.00000000000,302850.00000000000,"0","0","0",,,0.00000000000,3.44000000000,0.00000000000,6.50000000000,"1",1017280054.00000000000,"0","0208","1000514","234641",6a,,111S008,"10607",,0.00000000000,,"1",,,21v2,t,40.81069610000,-73.94124710000,,0.00000000000,3239.16825287000
Harlem Grown,Non-commercial Farm,Stern,"77 W 127th St, New York, NY 10027, USA",Outdoor,"40.80898699999999","-73.94376729999999",MN,"1725","6","110","208","3000","05","9","10027",L030,"32","11","1300","1","10",3B,77 WEST 127 STREET,R7-2,,,,,,,,,,N,QG,"09","0",X,"HARLEM GROWN, INC.","2548","0","0","0","0","0","0","0","0","0","7","0",0.00000000000,"0","0",25.50000000000,99.92000000000,0.00000000000,0.00000000000,,"0",N,"5","5",231750.00000000000,231750.00000000000,231750.00000000000,"0","0","0",,,0.00000000000,3.44000000000,0.00000000000,6.50000000000,"1",1017250006.00000000000,"0","0208","999814","234021",6a,,107N090,"10607",,0.00000000000,,"1",,,21v2,,40.80899570000,-73.94377730000,,0.00000000000,2592.24455880000
Harlem Grown,Non-commercial Farm,Stern,"128 W 127th St, New York, NY 10027, USA",,"40.8095005","-73.9459822",MN,"1911","43","110","224","2001","05","9","10027",L030,"28","11","1200","1","10",3B,126 WEST 127 STREET,R7-2,,,,,,,,,,N,N9,"08","0",C,NYC HUMAN RESOURCES ADMINISTRATION,"12490","54649","54649","0","0","0","0","0","0","54649","2","1",5.00000000000,"53","53",125.00000000000,99.92000000000,125.00000000000,88.00000000000,N,"3",N,"5","0",207000.00000000000,1263600.00000000000,1263600.00000000000,"1910","1996","0",,,4.38000000000,3.44000000000,0.00000000000,6.50000000000,"1",1019110043.00000000000,"0","0224","999247","234155",6a,,107N088,"10704",,1019110043.00000000000,12/26/2001,"1",,,21v2,t,40.80936440000,-73.94582520000,,0.00000000000,12692.95343350000
Harlem Grown,Non-commercial Farm,Stern,"E 122nd St, New York, NY 10035, USA",This is also the Wagner Farm,"40.8023808","-73.9386885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlem Grown,Non-commercial Farm,Stern,"2230 5th Ave, New York, NY 10037, USA",Outdoor,"40.8133503","-73.9377732",MN,"1733","17","110","212","2001","05","9","10037",E059,"32","11","1300","1","10",3B,2230 5 AVENUE,R7-2,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"104411","100200","100200","0","0","0","0","0","0","100200","2","2",2.00000000000,"0","2",199.83000000000,523.75000000000,195.00000000000,167.00000000000,N,"1",N,"3","1",1341000.00000000000,5341950.00000000000,5341950.00000000000,"1956","1985","0",,,0.96000000000,3.44000000000,0.00000000000,6.50000000000,"1",1017330017.00000011921,"0","0212","1001315","235675",6a,,111S017,"10607",,0.00000000000,,"1",,,21v2,t,40.81353270000,-73.93835090000,,0.00000000000,110331.44141699999
Harlem Grown,Non-commercial Farm,Stern,"250 W 127th St, New York, NY 10027, USA",Outdoor,"40.8106338","-73.9487487",MN,"1932","10","110","224","2002","05","9","10027",E037,"28","11","1200","1","10",1A,257 WEST 126 STREET,R7-2,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"88125","90452","90452","0","0","0","0","0","0","90452","2","1",3.00000000000,"0","3",425.00000000000,199.83000000000,429.00000000000,185.00000000000,N,"2",Y,"4","2",1656000.00000000000,6958350.00000000000,6958350.00000000000,"1963","1963","0",,,1.03000000000,3.44000000000,0.00000000000,6.50000000000,"1",1019320010.00000000000,"0","0224","998388","234573",6a,,107N086,"10705",,0.00000000000,,"1",,,21v2,t,40.81051320000,-73.94892730000,,0.00000000000,90551.67671600000
Harlem Grown,Non-commercial Farm,Stern,"425 W 123rd St, New York, NY 10027, USA",,"40.810687","-73.95606099999999",MN,"1964","12","109","209.01","2001","05","7","10027",E047,"26","16","1400","1","09",1B,413 WEST 123 STREET,R7-2,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"105961","128736","128736","0","0","0","0","0","0","128736","2","1",6.00000000000,"0","2",525.00000000000,201.83000000000,126.00000000000,96.00000000000,N,"1",N,"3","2",2281500.00000000000,10101150.00000000000,10101150.00000000000,"1921","1988","0",,,1.21000000000,3.44000000000,0.00000000000,6.50000000000,"1",1019640012.00000011921,"0","020901","996506","234673",6a,Y,107N082,"10707",,0.00000000000,,"1",,,21v2,t,40.81079040000,-73.95572570000,,0.00000000000,108051.93885700000
Harlem Grown,Non-commercial Farm,Stern,"276 W 151st St, New York, NY 10039, USA",,"40.8258675","-73.9378107",MN,"2036","47","110","236","2005","05","9","10039",E069,"32","11","800","1","10",4A,276 WEST 151 STREET,R7-2,,,,,,,,,,N,M3,"08","0",X,RC CH OF RESSURECTION,"3322","7020","7020","0","600","0","0","0","0","6420","2","1",4.00000000000,"0","1",33.25000000000,99.92000000000,26.00000000000,70.00000000000,N,"1",N,"5","2",69750.00000000000,194850.00000000000,194850.00000000000,"1920","0","0",,,2.11000000000,3.44000000000,0.00000000000,6.50000000000,"1",1020360046.99999988079,"0","0236","1001455","240155",6a,,111N059,"10709",,0.00000000000,,"1",,,21v2,,40.82582870000,-73.93783370000,,0.00000000000,3450.51727511000
