name,type,source,address,grow,lat,lon,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address_2,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Area
Isaac Clason,School Garden,GrowNYC,"800 Taylor Ave, Bronx, NY 10473, USA",Outdoor,"40.82189169999999","-73.8626271",BX,"3641","1","209","42","4001","08","18","10473",E096,"43","26","3020","2","09",4C,880 LAFAYETTE AVENUE,R6,,,,,,,,,,N,W9,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"144440","77621","77621","0","0","0","0","0","0","77621","2","2",4.00000000000,"0","0",200.00000000000,722.17000000000,200.00000000000,240.00000000000,N,"0",N,"3","0",769500.00000000000,6431400.00000000000,6431400.00000000000,"1960","0","0",,,0.54000000000,2.43000000000,0.00000000000,4.80000000000,"2",2036410001.00000000000,"0","0042","1022233","238985",7a,,217 045,"21407",,0.00000000000,,"1",,,21v2,t,40.82255250000,-73.86276380000,,0.00000000000,151916.47511400000
School Garden 207,School Garden,GrowNYC,"3030 Godwin Terrace, Bronx, NY 10463, USA",Outdoor,"40.8781939","-73.9063216",BX,"5701","105","208","289","1002","10","11","10463",L046,"50","21","200","2","08",2A,3030 GODWIN TERRACE,R6,,,,C1-3,,,,,,N,W1,"08","0",P,ST JOHNS RC CHURCH,"28000","40400","40400","0","0","0","0","0","0","40400","2","1",3.00000000000,"0","1",200.00000000000,150.00000000000,122.50000000000,146.00000000000,E,"3",Y,"3","1",212850.00000000000,2055150.00000000000,0.00000000000,"1925","0","0",,,1.44000000000,2.43000000000,0.00000000000,4.80000000000,"2",2057010105.00000000000,"0","0289","1010196","259281",1d,,213 012,"21901",,0.00000000000,,"1",,,21v2,,40.87830250000,-73.90617600000,,0.00000000000,28826.27939470000
School Garden 097,School Garden,GrowNYC,"1375 Mace Ave, Bronx, NY 10469, USA",Outdoor,"40.8631683","-73.8469144",BX,"4474","1","211","314","1002","11","13","10469",E097,"49","24","820","2","11",2D,2500 FISH AVENUE,R4,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"85000","98055","98055","0","0","0","0","0","0","35313","2","3",3.00000000000,"0","2",200.00000000000,425.00000000000,178.00000000000,90.00000000000,N,"2",N,"3","0",1197000.00000000000,3790800.00000000000,3790800.00000000000,"1931","2001","0",,,1.15000000000,0.75000000000,0.00000000000,2.00000000000,"2",2044740001.00000000000,"0","0314","1026633","253920",4a,,220 060,"21603",,0.00000000000,,"1",,,21v2,t,40.86352460000,-73.84677180000,,0.00000000000,85888.00445810000
"P.O.George J. Werdann, III",School Garden,GrowNYC,"3050 Webster Ave, Bronx, NY 10467, USA",Outdoor,"40.8696205","-73.87907349999999",BX,"3330","1","207","425","3005","10","11","10467",L037,"52","21","420","2","07",3A,3060 WEBSTER AVENUE,R7D,,,,C2-4,,,,,,N,W9,"08","0",C,NYC DEPARTMENT OF EDUCATION,"110900","119945","119945","0","0","0","0","0","0","119945","2","2",4.00000000000,"0","1",419.94000000000,213.25000000000,282.40000000000,73.00000000000,N,"1",Y,"5","0",1072350.00000000000,18089550.00000000000,18089550.00000000000,"1991","0","0",,,1.08000000000,4.20000000000,0.00000000000,4.20000000000,"2",2033300001.00000000000,"0","0425","1017776","256063",3c,,214 064,"21203",,2033300001.00000000000,01/08/1992,"1",,,21v2,t,40.86944460000,-73.87878200000,,0.00000000000,115119.29809100000
Urban Assembly Academy of Civic Engagement,School Garden,GrowNYC,"650 Hollywood Ave, Bronx, NY 10465, USA",Outdoor,"40.8269794","-73.8182885",BX,"5438","1","210","158","1000","08","13","10465",E072,"45","26","3210","2","10",2D,650 HOLLYWOOD AVENUE,R4,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"130427","146100","146100","0","0","0","0","0","0","146100","2","1",4.00000000000,"0","1",710.00000000000,150.00000000000,0.00000000000,0.00000000000,N,"0",Y,"3","0",953550.00000000000,13244400.00000000000,13244400.00000000000,"1972","0","0",,,1.12000000000,0.75000000000,0.00000000000,2.00000000000,"2",2054380001.00000000000,"0","0158","1034598","240533",4d,Y,221 053,"21804",,0.00000000000,,"1",,,21v2,t,40.82673950000,-73.81807640000,,0.00000000000,129476.83482300000
Stephen McSweeney School,School Garden,GrowNYC,"2697 Westchester Ave, Bronx, NY 10461, USA",Outdoor,"40.8427217","-73.8388739",BX,"4133","200","211","284","1024","11","13","10461",L050,"49","26","1410","2","11",2E,2697 WESTCHESTER AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"36000","50787","50787","0","50787","0","0","0","0","0","2","1",3.00000000000,"0","0",193.92000000000,200.00000000000,180.00000000000,110.00000000000,N,"0",Y,"5","0",317700.00000000000,4649400.00000000000,4649400.00000000000,"1978","0","0",,,1.41000000000,3.44000000000,0.00000000000,4.80000000000,"2",2041330200.00000023842,"0","0284","1028774","246343",4b,,219 073,"21508",,0.00000000000,,"1",,"1",21v2,t,40.84271750000,-73.83908180000,,0.00000000000,37523.16451670000
School for Excellence,School Garden,GrowNYC,"1110 Boston Rd, Bronx, NY 10456, USA",Outdoor,"40.8273033","-73.9045097",BX,"2634","1","203","135","1002","09","16","10456",E050,"42","22","3500","2","03",1B,1096 BOSTON ROAD,R6,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"144682","150000","150000","0","150000","0","0","0","0","0","2","3",5.00000000000,"0","1",627.00000000000,378.00000000000,100.00000000000,300.00000000000,N,"0",Y,"1","0",1627650.00000000000,16815150.00000000000,16815150.00000000000,"1901","1995","0",Morris High School Historic District,INTERIOR LANDMARK,1.04000000000,2.43000000000,0.00000000000,4.80000000000,"2",2026340001.00000000000,"0","0135","1010876","240797",3d,,210N064,"21003",,0.00000000000,,"1",,,21v2,t,40.82756750000,-73.90379050000,,0.00000000000,148822.53490100001
Bronx Lab School,School Garden,GrowNYC,"800 E Gun Hill Rd, Bronx, NY 10467, USA",Outdoor,"40.8751267","-73.8617246",BX,"4633","40","212","372","1000","11","12","10467",L032,"47","24","810","2","12",1D,800 EAST GUN HILL ROAD,R5,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"131650","493000","493000","0","0","0","0","0","0","493000","2","1",5.00000000000,"0","1",336.24000000000,409.42000000000,359.83000000000,291.00000000000,N,"0",Y,"5","0",997200.00000000000,27015300.00000000000,27015300.00000000000,"1929","2001","0",,,3.74000000000,1.25000000000,0.00000000000,2.00000000000,"2",2046330040.00000023842,"0","0372","1022497","258154",2b,,218 021,"21606",,0.00000000000,,"1",,,21v2,t,40.87516450000,-73.86170060000,,0.00000000000,156759.15053499999
Spuyten Duyvil,School Garden,GrowNYC,"660 W 236th St, Bronx, NY 10463, USA",Outdoor,"40.8870378","-73.9141927",BX,"5917","140","208","309","4002","10","11","10471",L052,"50","21","100","2","08",3C,660 WEST 235 STREET,R4,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"140975","135600","135600","0","0","0","0","0","0","135600","2","2",3.00000000000,"0","1",698.00000000000,244.58000000000,314.00000000000,164.33000000000,N,"1",Y,"3","0",1413000.00000000000,11227950.00000000000,11227950.00000000000,"1953","0","0",,,0.96000000000,0.75000000000,0.00000000000,2.00000000000,"2",2059170140.00000000000,"0","0309","1007714","262432",1b,,213 022,"21905",,0.00000000000,,"1",,,21v2,t,40.88695800000,-73.91514020000,,0.00000000000,140700.57300100001
@Byron,School Garden,GrowNYC,"3540 Bivona St, Bronx, NY 10475, USA",Outdoor,"40.88263999999999","-73.83224609999999",BX,"5263","70","212","462.02","1011","11","12","10475",L061,"47","24","710","2","12",5E,3550 BIVONA STREET,R4,,,,,,,,,,N,D3,"03","0",O,NYC HOUSING AUTHORITY,"220441","235485","17757","217728","5561","0","0","0","0","12196","2","4",14.00000000000,"231","231",336.14000000000,641.63000000000,160.00000000000,79.00000000000,N,"0",Y,"3","0",991800.00000000000,6276150.00000000000,6276150.00000000000,"1960","0","0",,,1.07000000000,0.75000000000,0.00000000000,2.00000000000,"2",2052630070.00000000000,"0","046202","1030658","260999",2b,,222 067,"21710",,0.00000000000,,"1",,,21v2,,40.88293400000,-73.83217110000,,0.00000000000,218976.92035299999
Bronx Writing Academy,School Garden,GrowNYC,"270 E 167th St, Bronx, NY 10456, USA",Outdoor,"40.83294009999999","-73.9140961",BX,"2438","50","204","175","3000","09","16","10456",E092,"44","22","2500","2","04",2B,1150 MORRIS AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"77373","163572","163572","0","163572","0","0","0","0","0","2","1",3.00000000000,"0","2",535.10000000000,298.09000000000,172.00000000000,317.00000000000,N,"0",Y,"3","0",1093500.00000000000,10362150.00000000000,10362150.00000000000,"1950","0","0",,,2.11000000000,3.44000000000,0.00000000000,4.80000000000,"2",2024380050.00000023842,"0","0175","1007970","242446",3b,,210N058,"20905",,0.00000000000,,"1",,,21v2,t,40.83210180000,-73.91428510000,,0.00000000000,78102.58451240000
Roland Patterson,School Garden,GrowNYC,"275 Harlem River Park Bridge, Bronx, NY 10453, USA",Outdoor,"40.8526349","-73.9212701",BX,"2882","130","205","53","2001","09","16","10453",E043,"46","25","2210","2","05",1B,67 WEST 176 STREET,M2-1,,,,,,,,,,N,U6,"07","0",O,MTA - METRO NORTH,"161752","0","0","0","0","0","0","0","0","0","7","1",0.00000000000,"0","0",90.58000000000,1362.00000000000,0.00000000000,0.00000000000,N,"0",Y,"5","0",0.00000000000,0.00000000000,0.00000000000,"0","0","0",,,0.00000000000,0.00000000000,2.00000000000,0.00000000000,"2",2028820130.00000023842,"0","0053","1005913","249705",3a,,215 025,"21103",,0.00000000000,,"1","1","1",21v2,t,40.85203090000,-73.92169480000,,0.00000000000,161752.21172299999
"H.E.R.O. High (Health, Education, and Research Occupations High School)",School Garden,GrowNYC,"455 Southern Blvd, Bronx, NY 10455, USA",Outdoor,"40.8104034","-73.9073691",BX,"2576","26","201","35","1000","07","8","10455",E083,"40","23","4100","2","01",2A,462 WALES AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"85000","41400","41400","0","0","0","0","0","0","41400","2","1",3.00000000000,"0","1",425.00000000000,200.00000000000,322.17000000000,192.33000000000,N,"0",N,"1","0",535500.00000000000,6437250.00000000000,6437250.00000000000,"1931","2007","2012",,,0.49000000000,3.44000000000,0.00000000000,4.80000000000,"2",2025760026.00000000000,"0","0035","1009847","234640",6c,,209N090,"21001",,0.00000000000,,"1",,,21v2,t,40.81067130000,-73.90753210000,,0.00000000000,85357.04263240000
Bronx Theatre High School,School Garden,GrowNYC,"99 Terrace View Ave, Bronx, NY 10463, USA",Outdoor,"40.8771416","-73.91268389999999",MN,"2215","80","208","309","4000","10","10","10463",E081,"50","17","110","2","08",2A,1 TERRACE VIEW AVENUE,R6,,,,,,,,,,N,Z9,,"0",C,NYC DEPARTMENT OF EDUCATION,"654361","0","0","0","0","0","0","0","0","0","7","1",0.00000000000,"0","0",1783.00000000000,367.00000000000,0.00000000000,0.00000000000,N,"0",Y,"5","5",0.00000000000,0.00000000000,0.00000000000,"0","0","0",,,0.00000000000,2.43000000000,0.00000000000,4.80000000000,"1",1022150080.00000000000,"0","0309","1008326","258917",1b,Y,112 078,"10804",,0.00000000000,,"1","1","1",21v2,t,40.87730880000,-73.91293950000,,0.00000000000,483828.28248400002
Journey Prep School,School Garden,GrowNYC,"560 Thieriot Ave, Bronx, NY 10473, USA",Outdoor,"40.8168239","-73.8606057",BX,"3524","20","209","16","2002","08","18","10473",E096,"43","26","3030","2","09",4C,560 SOUNDVIEW AVENUE,R5,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"75643","45750","45750","0","0","0","0","0","0","45750","2","2",3.00000000000,"0","1",257.00000000000,200.00000000000,170.00000000000,59.00000000000,E,"0",Y,"3","0",805500.00000000000,3379050.00000000000,3379050.00000000000,"1922","0","0",,,0.60000000000,1.25000000000,0.00000000000,2.00000000000,"2",2035240020.00000000000,"0","0016","1022880","236853",7a,,217 056,"21404",,0.00000000000,,"1",,,21v2,t,40.81669800000,-73.86043840000,,0.00000000000,80654.37643400002
Truman High School,School Garden,GrowNYC,"850 Baychester Ave, Bronx, NY 10475, USA",Outdoor,"40.8751476","-73.8329925",BX,"5141","150","210","462.01","8005","11","12","10475",E066,"45","24","710","2","10",,750 BAYCHESTER AVENUE,R6,,,,,,,,,,N,W1,"08","1",C,NYC DEPARTMENT OF EDUCATION,"2720000","1132500","1132500","0","1132500","0","0","0","0","0","2","5",2.00000000000,"0","0",431.08000000000,360.58000000000,0.00000000000,0.00000000000,N,"0",Y,"5","0",14455350.00000000000,103341150.00000000000,103341150.00000000000,"1970","0","0",,,0.42000000000,2.43000000000,0.00000000000,4.80000000000,"2",2051410150.00000000000,"0","046201","1030726","257765",2b,,222 082,"21710",,0.00000000000,,"1",,,21v2,t,40.87405740000,-73.83194770000,,0.00000000000,1167177.61987999990
J. M. Rapport School Career Development,School Garden,GrowNYC,"470 Jackson Ave, Bronx, NY 10455, USA",Outdoor,"40.81117320000001","-73.90925229999999",BX,"2578","27","201","35","1002","07","8","10455",E083,"40","23","4100","2","01",2A,470 JACKSON AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"85000","165000","165000","0","0","0","0","0","0","165000","2","1",4.00000000000,"0","1",425.00000000000,200.00000000000,375.00000000000,750.00000000000,N,"0",N,"1","0",759150.00000000000,8792100.00000000000,8792100.00000000000,"1965","2010","0",,,1.94000000000,3.44000000000,0.00000000000,4.80000000000,"2",2025780027.00000000000,"0","0035","1009340","234778",6c,,209N089,"21001",,0.00000000000,,"1",,,21v2,t,40.81105150000,-73.90936310000,,0.00000000000,85868.40799560002
Abram Stevens Hewitt,School Garden,GrowNYC,"750 Prospect Ave, Bronx, NY 10455, USA",Outdoor,"40.8176339","-73.9018573",BX,"2688","1","202","85","3001","08","17","10455",L042,"41","23","4200","2","02",1A,854 PROSPECT AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"82895","63500","63500","0","63500","0","0","0","0","0","2","1",3.00000000000,"0","1",350.42000000000,228.50000000000,255.00000000000,213.00000000000,EG,"0",Y,"5","0",558000.00000000000,4398300.00000000000,4398300.00000000000,"1956","0","0",,,0.77000000000,3.44000000000,0.00000000000,4.80000000000,"2",2026880001.00000000000,"0","0085","1011441","237219",6c,,216 044,"21005",,0.00000000000,,"1",,,21v2,t,40.81774520000,-73.90176340000,,0.00000000000,81348.06701440000
Belmont,School Garden,GrowNYC,"690 E 183rd St, Bronx, NY 10458, USA",Outdoor,"40.8518895","-73.88596410000001",BX,"3085","1","206","391","2003","10","15","10457",L038,"48","21","1100","2","06",1B,680 EAST 183 STREET,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"58586","81800","81800","0","0","0","0","0","0","81800","2","2",5.00000000000,"0","1",200.00000000000,327.59000000000,83.00000000000,200.00000000000,E,"1",Y,"3","0",411750.00000000000,2032200.00000000000,2032200.00000000000,"1899","0","0",,,1.40000000000,3.44000000000,0.00000000000,4.80000000000,"2",2030850001.00000000000,"0","0391","1015732","249591",3c,,214 011,"21108",,0.00000000000,,"1",,,21v2,t,40.85168840000,-73.88620270000,,0.00000000000,55565.23898720000
Astor Collegiate Academy,School Garden,GrowNYC,"925 Astor Ave, Bronx, NY 10469, USA",Outdoor,"40.8602833","-73.8603759",BX,"4358","1","211","324","1002","11","13","10469",E097,"49","24","820","2","11",2C,925 ASTOR AVENUE,R5,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"224020","240532","240532","0","240532","0","0","0","0","0","2","1",4.00000000000,"0","1",460.42000000000,477.69000000000,190.00000000000,421.00000000000,N,"0",Y,"3","0",2034450.00000000000,16001550.00000000000,16001550.00000000000,"1939","2010","2015",,,1.07000000000,1.25000000000,0.00000000000,2.00000000000,"2",2043580001.00000000000,"0","0324","1022772","252791",4a,,220 035,"21601",,0.00000000000,,"1",,,21v2,t,40.86044360000,-73.86073700000,,0.00000000000,223640.83698900000
Young Leaders Elementary School,School Garden,GrowNYC,"468 E 140th St, Bronx, NY 10454, USA",Outdoor,"40.8091409","-73.92013759999999",BX,"2284","34","201","39","5000","07","8","10454",E060,"40","23","4500","2","01",1A,468 EAST 140 STREET,R6,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"90000","100363","100363","0","99610","0","0","0","0","753","2","1",4.00000000000,"0","1",450.00000000000,200.00000000000,245.50000000000,194.00000000000,N,"0",N,"4","0",558000.00000000000,4551750.00000000000,4551750.00000000000,"1966","0","0",,,1.12000000000,2.43000000000,0.00000000000,4.80000000000,"2",2022840034.00000023842,"0","0039","1006458","234057",6a,,209S027,"20901",,0.00000000000,,"1",,,21v2,t,40.80908030000,-73.91977660000,,0.00000000000,90827.10442350000
Bilingual School,School Garden,GrowNYC,"811 E 149th St, Bronx, NY 10455, USA",Outdoor,"40.8128394","-73.9055319",BX,"2664","1","201","79","4004","07","8","10455",E073,"40","23","4100","2","01",2A,815 EAST 149 STREET,R7-1,,,,C1-4,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"30000","60200","60200","0","60200","0","0","0","0","0","2","1",4.00000000000,"0","1",200.00000000000,150.00000000000,50.00000000000,70.00000000000,N,"0",N,"3","0",266850.00000000000,3253950.00000000000,3253950.00000000000,"1900","1987","0",,,2.01000000000,3.44000000000,0.00000000000,4.80000000000,"2",2026640001.00000000000,"0","0079","1010338","235450",6c,,209N094,"21004",,0.00000000000,,"1",,,21v2,t,40.81289310000,-73.90575530000,,0.00000000000,32716.47587470000
Courtlandt School,School Garden,GrowNYC,"335 E 152nd St, Bronx, NY 10451, USA",Outdoor,"40.8193083","-73.9192649",BX,"2411","119","201","67","2001","07","17","10451",Q041,"40","23","3900","2","01",1B,335 EAST 152 STREET,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"90000","245700","245700","0","245700","0","0","0","0","0","2","2",2.00000000000,"0","1",450.00000000000,200.00000000000,222.00000000000,184.00000000000,N,"0",N,"5","0",531000.00000000000,13941000.00000000000,13941000.00000000000,"1960","2004","0",,,2.73000000000,3.44000000000,0.00000000000,4.80000000000,"2",2024110119.00000000000,"0","0067","1006493","237792",6a,,209N076,"20905",,0.00000000000,,"1",,,21v2,t,40.81933170000,-73.91963780000,,0.00000000000,91456.41531940000
The Vida Bogart School for All Children,School Garden,GrowNYC,"1330 Bristow St, Bronx, NY 10459, USA",Outdoor,"40.8317736","-73.8942783",BX,"2965","82","203","153","3000","12","17","10459",E082,"42","22","2700","2","03",1A,1330 BRISTOW STREET,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"94000","53252","53252","0","53252","0","0","0","0","0","2","2",3.00000000000,"0","1",353.75000000000,308.99000000000,313.75000000000,68.00000000000,N,"0",Y,"3","0",558000.00000000000,5401571.00000000000,5401571.00000000000,"1931","2019","0",,,0.57000000000,3.44000000000,0.00000000000,4.80000000000,"2",2029650082.00000023842,"0","0153","1013514","242286",3d,,216 016,"21105",,0.00000000000,,"1",,,21v2,t,40.83164600000,-73.89425190000,,0.00000000000,95868.28574370001
Cornerstone Academy for Social Action,School Garden,GrowNYC,"3441 Steenwick Ave, Bronx, NY 10475, USA",Outdoor,"40.8831455","-73.83078700000002",BX,"5263","192","212","462.02","1011","11","12","10475",L061,"47","24","710","2","12",5E,3441 BIVONA STREET,R4,,,,,,,,,,N,W1,"08","0",O,SCHOOL CONSTRUCTION AUTHORITY,"96425","125143","125143","0","0","0","0","0","0","125143","2","1",4.00000000000,"0","1",429.90000000000,230.00000000000,209.50000000000,162.00000000000,,"1",Y,"5","0",569700.00000000000,18403200.00000000000,18403200.00000000000,"2006","0","0",,,1.30000000000,0.75000000000,0.00000000000,2.00000000000,"2",2052630192.00000000000,"0","046202","1030977","261092",2b,,222 067,"21710",,2052630192.00000000000,10/23/2012,"1",,,21v2,,40.88318760000,-73.83101690000,,0.00000000000,96817.37567870000
Donald Hertz,School Garden,GrowNYC,"950 Rhinelander Ave, Bronx, NY 10462, USA",Outdoor,"40.8492587","-73.85886099999999",BX,"4125","1","211","244","1000","11","13","10462",L041,"49","26","1220","2","11",1D,950 RHINELANDER AVENUE,R4,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"40600","91225","91225","0","0","0","0","0","0","91225","2","1",5.00000000000,"0","1",200.00000000000,203.00000000000,60.00000000000,110.00000000000,N,"0",N,"3","0",301500.00000000000,3248100.00000000000,3248100.00000000000,"1924","0","0",,,2.25000000000,0.75000000000,0.00000000000,2.00000000000,"2",2041250001.00000000000,"0","0244","1023323","248687",4a,Y,219 001,"21507",,2041250001.00000000000,03/13/2001,"1",,,21v2,t,40.84917690000,-73.85876900000,,0.00000000000,40473.75502110000
School Garden 089,School Garden,GrowNYC,"980 Mace Ave, Bronx, NY 10469, USA",Outdoor,"40.8626481","-73.8594112",BX,"4444","16","211","324","1001","11","13","10469",E097,"49","24","820","2","11",2D,974 MACE AVENUE,R5,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"70000","74800","74800","0","0","0","0","0","0","74800","2","2",4.00000000000,"0","1",350.00000000000,200.00000000000,60.00000000000,116.00000000000,E,"0",N,"5","0",810000.00000000000,6459750.00000000000,6459750.00000000000,"1927","1930","0",,,1.07000000000,1.25000000000,0.00000000000,2.00000000000,"2",2044440016.00000000000,"0","0324","1023181","253533",4a,,220 035,"21602",,0.00000000000,,"1",,,21v2,t,40.86247830000,-73.85925410000,,0.00000000000,70000.04382120000
Garret A. Morgan,School Garden,GrowNYC,"1245 Washington Ave, Bronx, NY 10456, USA",Outdoor,"40.8319785","-73.9070476",BX,"2390","1","203","145","3001","09","16","10456",E092,"42","22","2600","2","03",1B,1241 WASHINGTON AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"107000","113250","113250","0","113250","0","0","0","0","0","2","1",3.00000000000,"0","1",391.80000000000,292.77000000000,250.00000000000,151.00000000000,N,"0",Y,"3","0",720000.00000000000,9825750.00000000000,9825750.00000000000,"1961","2008","0",,,1.06000000000,3.44000000000,0.00000000000,4.80000000000,"2",2023900001.00000000000,"0","0145","1009949","242462",3d,,210N062,"20904",,0.00000000000,,"1",,,21v2,t,40.83214020000,-73.90713370000,,0.00000000000,105053.23390200001
Robert J. Christen,School Garden,GrowNYC,"5550 Riverdale Ave, Bronx, NY 10471, USA",Outdoor,"40.9035441","-73.90481539999999",BX,"5850","1550","208","337","3008","10","11","10471",E052,"50","21","100","2","08",3E,5500 RIVERDALE AVENUE,R4,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"93000","45060","45060","0","0","0","0","0","0","45060","2","1",2.00000000000,"0","1",402.92000000000,231.92000000000,144.00000000000,59.00000000000,E,"1",N,"3","0",850500.00000000000,3537450.00000000000,3537450.00000000000,"1935","0","0",,,0.48000000000,0.75000000000,0.00000000000,2.00000000000,"2",2058501549.99999976158,"0","0337","1010611","268392",1c,,213 073,"21904",,0.00000000000,,"1",,,21v2,t,40.90330810000,-73.90463950000,,0.00000000000,114159.66284100000
P186X @140,School Garden,GrowNYC,"750 Jennings St, Bronx, NY 10459, USA",Outdoor,"40.831618","-73.8980449",BX,"2969","1","203","151","2002","12","16","10459",L019,"42","22","2700","2","03",1A,1288 UNION AVENUE,R6,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"129826","186732","186732","0","186732","0","0","0","0","0","2","1",3.00000000000,"0","1",278.66000000000,509.14000000000,234.00000000000,266.00000000000,N,"1",Y,"1","0",4443750.00000000000,18580500.00000000000,18580500.00000000000,"1961","0","0",,,1.44000000000,2.43000000000,0.00000000000,4.80000000000,"2",2029690001.00000000000,"0","0151","1012529","242195",3d,,210N068,"21105",,0.00000000000,,"1",,,21v2,t,40.83139940000,-73.89781170000,,0.00000000000,133236.71684800001
Bronx Collaborative High School,School Garden,GrowNYC,"100 W Mosholu Pkwy S, Bronx, NY 10468, USA",Outdoor,"40.8812165","-73.8875851",BX,"3251","201","207","409","1001","10","11","10468",L046,"52","21","310","2","07",2A,100 W MOSHOLU PARKWAY S,R6,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"1278242","696400","696400","0","696400","0","0","0","0","0","2","5",3.00000000000,"0","2",674.00000000000,696.25000000000,417.00000000000,243.00000000000,N,"1",Y,"5","0",8167950.00000000000,54770400.00000000000,54770400.00000000000,"1927","2017","0",,,0.54000000000,2.43000000000,0.00000000000,4.80000000000,"2",2032510201.00000000000,"0","0409","1014960","259860",1d,,213 043,"21201",,0.00000000000,,"1",,,21v2,t,40.87987640000,-73.88894620000,,0.00000000000,1145478.07899000007
Urban Science Academy,School Garden,GrowNYC,"1000 Teller Ave, Bronx, NY 10456, USA",Outdoor,"40.8279","-73.9141928",BX,"2424","1","204","173","1000","09","16","10456",E071,"44","22","3320","2","04",1B,991 TELLER AVENUE,R7-1,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF PARKS AND RECREATION,"150000","167875","167875","0","0","0","0","0","0","167875","2","2",4.00000000000,"0","1",538.91000000000,257.09000000000,296.00000000000,232.00000000000,N,"0",Y,"4","0",697500.00000000000,10789200.00000000000,10789200.00000000000,"1964","0","0",,,1.12000000000,3.44000000000,0.00000000000,4.80000000000,"2",2024240001.00000000000,"0","0173","1008035","240756",3b,,210S030,"20905",,0.00000000000,,"1",,,21v2,t,40.82746300000,-73.91405620000,,0.00000000000,150522.89652099999
New Visions Charter High School for Advanced Math and Science II,School Garden,GrowNYC,"900 Tinton Ave, Bronx, NY 10456, USA",Outdoor,"40.82185070000001","-73.9028489",BX,"2668","1","203","133","2001","08","17","10456",E050,"42","22","3500","2","03",1A,900 TINTON AVENUE,R6,,,,,,,,,,N,W1,"08","0",C,NYC DEPARTMENT OF EDUCATION,"92136","181832","181832","0","0","0","0","0","0","181832","2","3",4.00000000000,"0","1",348.86000000000,264.31000000000,340.00000000000,191.00000000000,N,"0",N,"5","1",663300.00000000000,16963650.00000000000,16963650.00000000000,"1937","1994","1998",,,1.97000000000,2.43000000000,0.00000000000,4.80000000000,"2",2026680001.00000000000,"0","0133","1011126","238668",6c,,210S016,"21004",,0.00000000000,,"1",,,21v2,t,40.82172320000,-73.90289570000,,0.00000000000,93402.10247500001
