name,type,source,address,grow,lat,lon
Atmosphere Academy,School Garden,GrowNYC,"22 Marble Hill Ave, Bronx, NY 10463, USA",Outdoor,40.8751344,-73.910245
@855 The Bronx School for Continuous Learners,School Garden,GrowNYC,"577 E 139th St, Bronx, NY 10454, USA",Outdoor,40.8072883,-73.9161446
Bronxworks,School Garden,GrowNYC,"1130 Grand Concourse, Bronx, NY 10456, USA",Outdoor,40.8326862,-73.9187597
PS 188x@HS790x,School Garden,GrowNYC,"730 Concourse Village W, Bronx, NY 10451, USA",Outdoor,40.8219741,-73.9230741
@ Monroe Annex,School Garden,GrowNYC,"1551 E 172nd St, Bronx, NY 10472, USA",Outdoor,40.8323283,-73.87652039999999
School Garden 076,School Garden,GrowNYC,"770 Grote St, Bronx, NY 10460, USA",Outdoor,40.8504842,-73.8838411
School Garden 076,School Garden,GrowNYC,"770 Grote St, Bronx, NY 10460, USA",Outdoor,40.8504842,-73.8838411
P721X@P368X,School Garden,GrowNYC,"2975 Tibbett Ave, Bronx, NY 10463, USA",Outdoor,40.8790763,-73.91129529999999
Luis Llorens Elementary School,School Garden,GrowNYC,"1155 Cromwell Ave, Bronx, NY 10452, USA",Outdoor,40.8349464,-73.92326070000001
723@189,School Garden,GrowNYC,"3441 Steenwick Ave, Bronx, NY 10475, USA",Outdoor,40.8831455,-73.83078700000002
School Garden 595,School Garden,GrowNYC,"700 E 179th St, Bronx, NY 10457, USA",Outdoor,40.8463129,-73.8895023
School Garden 583,School Garden,GrowNYC,"1028 White Plains Rd, Bronx, NY 10472, USA",Outdoor,40.8270195,-73.85968679999999
School of Continuous Learners @ 339X,School Garden,GrowNYC,"1600 Webster Ave, Bronx, NY 10457, USA",Outdoor,40.8404716,-73.9039243
Mid Bronx CCRP Head Start - Grand Concourse,School Garden,GrowNYC,"1125 Grand Concourse, Bronx, NY 10452, USA",Outdoor,40.8328187,-73.9202294
Sheltering Arms Children and Family Services,School Garden,GrowNYC,"565 Morris Ave, Bronx, NY 10451, USA",Outdoor,40.818151,-73.9226946
Andrew Jackson,School Garden,GrowNYC,"100 Noll St, Brooklyn, NY 11206, USA",Outdoor,40.701515,-73.9322622
Lyndon B. Johnson,School Garden,GrowNYC,"763 Knickerbocker Ave, Brooklyn, NY 11207, USA",Outdoor,40.6933864,-73.9082878
James P. Sinnott,School Garden,GrowNYC,"370 Fountain Ave, Brooklyn, NY 11208, USA",Outdoor,40.6698815,-73.87434189999999
Ronald Edmonds Learning Center II,School Garden,GrowNYC,"430 Howard Ave, Brooklyn, NY 11233, USA",Outdoor,40.6730157,-73.919862
World Academy for Total Community Health High School,School Garden,GrowNYC,"400 Granville Payne Ave, Brooklyn, NY 11207, USA",Outdoor,40.6669551,-73.89494119999999
Ernest S. Jenkyns,School Garden,GrowNYC,"982 Hegeman Ave, Brooklyn, NY 11208, USA",Outdoor,40.6661578,-73.8761335
Eagle Academy for Young Men II,School Garden,GrowNYC,"1137 Herkimer St, Brooklyn, NY 11233, USA",Outdoor,40.67828069999999,-73.9158662
Ethan Allen,School Garden,GrowNYC,"970 Vermont St, Brooklyn, NY 11207, USA",Outdoor,40.6552486,-73.8863315
Riverdale Avenue Community School,School Garden,GrowNYC,"76 Riverdale Ave, Brooklyn, NY 11212, USA",Outdoor,40.6600103,-73.9134779
Newport,School Garden,GrowNYC,"273 Newport St, Brooklyn, NY 11212, USA",Outdoor,40.6601967,-73.9050266
Ida Posner,School Garden,GrowNYC,"76 Lott Ave, Brooklyn, NY 11212, USA",Outdoor,40.6571964,-73.9110895
Rachel Jean Mitchell,School Garden,GrowNYC,"121 Saratoga Ave, Brooklyn, NY 11233, USA",Outdoor,40.6822299,-73.9167389
Eubie Blake School,School Garden,GrowNYC,"787 Lafayette Ave, Brooklyn, NY 11221, USA",Outdoor,40.6914425,-73.94070219999999
Brownsville Academy High School,School Garden,GrowNYC,"1150 E New York Ave, Brooklyn, NY 11212, USA",Outdoor,40.66629460000001,-73.9239496
Achievement First Bushwick Charter School,School Garden,GrowNYC,"1300 Greene Ave, Brooklyn, NY 11237, USA",Outdoor,40.697892,-73.919072
Francis White,School Garden,GrowNYC,"411 Thatford Ave, Brooklyn, NY 11212, USA",Outdoor,40.660182,-73.9068734
Cypress Hills,School Garden,GrowNYC,"265 Warwick St, Brooklyn, NY 11207, USA",Outdoor,40.6777898,-73.886699
Brooklyn High School for Law and Technology,School Garden,GrowNYC,"1396 Broadway, Brooklyn, NY 11221, USA",Outdoor,40.688414,-73.92082649999999
El Hajj Malik El Shabazz Elementary School,School Garden,GrowNYC,"500 Macon St, Brooklyn, NY 11233, USA",Outdoor,40.6830836,-73.92978219999999
Alejandrina B. De Gautier,School Garden,GrowNYC,"200 Woodbine St, Brooklyn, NY 11221, USA",Outdoor,40.6937526,-73.9149302
Danny Kaye,School Garden,GrowNYC,"700 Sutter Ave, Brooklyn, NY 11207, USA",Outdoor,40.6693828,-73.8927625
Mayda Cortiella,School Garden,GrowNYC,"95 Grove St, Brooklyn, NY 11221, USA",Outdoor,40.6933407,-73.9215154
Brooklyn Transition Center,School Garden,GrowNYC,"185 Ellery St, Brooklyn, NY 11206, USA",Outdoor,40.699193,-73.94521449999999
Brooklyn High School for Leadership and Community Service,School Garden,GrowNYC,"300 Willoughby Ave, Brooklyn, NY 11205, USA",Outdoor,40.6917732,-73.9584849
Academy for Environmental Leadership,School Garden,GrowNYC,"400 Irving Ave, Brooklyn, NY 11237, USA",Outdoor,40.6967365,-73.9120081
Mott Hall IV,School Garden,GrowNYC,"1137 Herkimer St, Brooklyn, NY 11233, USA",Outdoor,40.67828069999999,-73.9158662
Suydam,School Garden,GrowNYC,"100 Irving Ave, Brooklyn, NY 11237, USA",Outdoor,40.7039048,-73.9225744
Michael Friedsam,School Garden,GrowNYC,"2944 Pitkin Ave, Brooklyn, NY 11208, USA",Outdoor,40.6762696,-73.86308650000001
Dr. Betty Shabazz,School Garden,GrowNYC,"85 Watkins St, Brooklyn, NY 11212, USA",Outdoor,40.671229,-73.90759880000002
Boys and Girls High School,School Garden,GrowNYC,"1700 Fulton St, Brooklyn, NY 11213, USA",Outdoor,40.67892270000001,-73.9316585
Evergreen Middle School for Urban Exploration,School Garden,GrowNYC,"125 Covert St., Brooklyn, NY 11207, USA",Outdoor,40.6889301,-73.91035459999999
School Garden 323,School Garden,GrowNYC,"210 Chester St, Brooklyn, NY 11212, USA",Outdoor,40.66631690000001,-73.9110895
"Brooklyn Community High School of Communication, Arts and Media",School Garden,GrowNYC,"300 Willoughby Ave, Brooklyn, NY 11205, USA",Outdoor,40.6917732,-73.9584849
140@258,School Garden,GrowNYC,"141 Macon St, Brooklyn, NY 11216, USA",Outdoor,40.6820023,-73.9452586
William Floyd,School Garden,GrowNYC,"211 Throop Ave, Brooklyn, NY 11206, USA",Outdoor,40.6978871,-73.94349199999999
Aspirations Diploma Plus High School,School Garden,GrowNYC,"1495 Herkimer St, Brooklyn, NY 11233, USA",Outdoor,40.67756929999999,-73.9038324
Abraham Lincoln,School Garden,GrowNYC,"858 Jamaica Ave, Brooklyn, NY 11208, USA",Outdoor,40.6894254,-73.87314789999999
School Garden 065,School Garden,GrowNYC,"696 Jamaica Ave, Brooklyn, NY 11208, USA",Outdoor,40.6868771,-73.8783029
School Garden 376,School Garden,GrowNYC,"194 Harman St, Brooklyn, NY 11237, USA",Outdoor,40.6981146,-73.9203213
Bedford Stuyvesant Preparatory High School,School Garden,GrowNYC,"832 Marcy Ave, Brooklyn, NY 11216, USA",Outdoor,40.6844639,-73.9483771
Cypress Hills Collegiate Preparatory School,School Garden,GrowNYC,"999 Jamaica Ave, Brooklyn, NY 11208, USA",Outdoor,40.692915,-73.8690129
Abraham Lincoln High School,School Garden,GrowNYC,"2800 Ocean Pkwy, Brooklyn, NY 11235, USA",Outdoor,40.5828631,-73.9682183
Academy for College Preparation and Career Exploration: A College Board School,School Garden,GrowNYC,"911 Flatbush Ave, Brooklyn, NY 11226, USA",Outdoor,40.64930349999999,-73.95774899999999
Automotive High School,School Garden,GrowNYC,"50 Bedford Ave, Brooklyn, NY 11222, USA",Outdoor,40.7220162,-73.9538965
Brooklyn East Alternative Learning Center - John Jay,School Garden,GrowNYC,"237 7th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6693177,-73.97864109999999
High School for Youth and Community Development at Erasmus,School Garden,GrowNYC,"911 Flatbush Ave, Brooklyn, NY 11226, USA",Outdoor,40.64930349999999,-73.95774899999999
Academy for Conservation and the Environment,School Garden,GrowNYC,"6565 Flatlands Ave, Brooklyn, NY 11236, USA",Outdoor,40.6336811,-73.91751959999999
The SEEALL Academy,School Garden,GrowNYC,"5601 16th Ave, Brooklyn, NY 11204, USA",Outdoor,40.6267129,-73.9895684
High School for Public Service: Heroes of Tomorrow,School Garden,GrowNYC,"600 Kingston Ave, Brooklyn, NY 11203, USA",Outdoor,40.6593652,-73.9431462
International Arts Business School,School Garden,GrowNYC,"600 Kingston Ave, Brooklyn, NY 11203, USA",Outdoor,40.6593652,-73.9431462
School for Democracy and Leadership,School Garden,GrowNYC,"600 Kingston Ave, Brooklyn, NY 11203, USA",Outdoor,40.6593652,-73.9431462
Joseph B Cavallaro,School Garden,GrowNYC,"8787 24th Ave, Brooklyn, NY 11214, USA",Outdoor,40.594251,-73.99392999999999
"School for Human Rights, The",School Garden,GrowNYC,"600 Kingston Ave, Brooklyn, NY 11203, USA",Outdoor,40.6593652,-73.9431462
Green School: An Academy for Environmental Careers,School Garden,GrowNYC,"223 Graham Ave, Brooklyn, NY 11206, USA",Outdoor,40.709729,-73.9443861
Seth Low,School Garden,GrowNYC,"99 Avenue P, Brooklyn, NY 11204, USA",Outdoor,40.6079832,-73.9851608
Marine Park,School Garden,GrowNYC,"1925 Stuart St, Brooklyn, NY 11229, USA",Outdoor,40.6066501,-73.938462
Community Roots Charter School,School Garden,GrowNYC,"51 St Edwards St, Brooklyn, NY 11205, USA",Outdoor,40.6950519,-73.977811
Herbert S. Eisenberg,School Garden,GrowNYC,"501 West Ave, Brooklyn, NY 11224, USA",Outdoor,40.58263640000001,-73.9720753
James Madison High School,School Garden,GrowNYC,"3787 Bedford Ave, Brooklyn, NY 11229, USA",Outdoor,40.6101298,-73.947968
Kurt Hahn Expeditionary Learning School,School Garden,GrowNYC,"5800 Tilden Ave, Brooklyn, NY 11203, USA",Outdoor,40.6478943,-73.9228473
Brooklyn Theatre Arts High School,School Garden,GrowNYC,"6565 Flatlands Ave, Brooklyn, NY 11236, USA",Outdoor,40.6336811,-73.91751959999999
Brooklyn Institute for Liberal Arts,School Garden,GrowNYC,"600 Kingston Ave, Brooklyn, NY 11203, USA",Outdoor,40.6593652,-73.9431462
Launch Expeditionary Learning Charter School ,School Garden,GrowNYC,"1580 Dean St, Brooklyn, NY 11213, USA",Outdoor,40.6758257,-73.9355229
Brooklyn Urban Garden Charter School,School Garden,GrowNYC,"500 19th St, Brooklyn, NY 11215, USA",Outdoor,40.6564072,-73.9827275
Walt Whitman,School Garden,GrowNYC,"72 Veronica Pl, Brooklyn, NY 11226, USA",Outdoor,40.6481939,-73.9534785
The Christa McAuliffe School,School Garden,GrowNYC,"1171 65th St, Brooklyn, NY 11219, USA",Outdoor,40.6278464,-74.0040229
School for Innovation,School Garden,GrowNYC,"500 19th St, Brooklyn, NY 11215, USA",Outdoor,40.65715,-73.98343899999999
William Mckinley,School Garden,GrowNYC,"7305 Fort Hamilton Pkwy, Brooklyn, NY 11228, USA",Outdoor,40.6264814,-74.0149914
Midwood High School,School Garden,GrowNYC,"2839 Bedford Ave, Brooklyn, NY 11210, USA",Outdoor,40.6331465,-73.9523633
William Alexander,School Garden,GrowNYC,"350 5th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6722839,-73.98456399999999
Mott Hall Bridges Academy,School Garden,GrowNYC,"210 Chester St, Brooklyn, NY 11212, USA",Outdoor,40.66631690000001,-73.9110895
Peter Rouget,School Garden,GrowNYC,"544 7th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6602554,-73.98805329999999
New Voices School of Academic & Creative Arts,School Garden,GrowNYC,"330 18th St, Brooklyn, NY 11215, USA",Outdoor,40.660959,-73.9889256
"Magnet School of Math, Science and Design Technology",School Garden,GrowNYC,"511 7th Ave, Brooklyn, NY 11215, USA",Outdoor,40.66092260000001,-73.9862168
Urban Assembly Institute of Math and Science for Young Women,School Garden,GrowNYC,"283 Adams St, Brooklyn, NY 11201, USA",Outdoor,40.6946321,-73.9884265
Silas B. Dutcher,School Garden,GrowNYC,"515 4th Ave, Brooklyn, NY 11215, USA",Outdoor,40.66748750000001,-73.9906623
Mckinley Park,School Garden,GrowNYC,"7805 7th Ave, Brooklyn, NY 11228, USA",Outdoor,40.6237903,-74.018579
Medgar Evers College Preparatory School,School Garden,GrowNYC,"1186 Carroll St, Brooklyn, NY 11225, USA",Outdoor,40.6669627,-73.9511825
William A. Butler,School Garden,GrowNYC,"610 Baltic St, Brooklyn, NY 11217, USA",Outdoor,40.6801221,-73.9806648
New Dawn Charter High School,School Garden,GrowNYC,"242 Hoyt St, Brooklyn, NY 11217, USA",Outdoor,40.6830346,-73.99031459999999
Alexine A. Fenty,School Garden,GrowNYC,"330 Rugby Rd, Brooklyn, NY 11226, USA",Outdoor,40.6413592,-73.9657847
The Bayview,School Garden,GrowNYC,"211 72nd St, Brooklyn, NY 11209, USA",Outdoor,40.634563,-74.0290168
The Windsor Terrace School,School Garden,GrowNYC,"1625 11th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6571235,-73.976108
John W. Kimball Learning Center,School Garden,GrowNYC,"1301 8th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6630214,-73.9811205
Leonard Dunkly,School Garden,GrowNYC,"157 Wilson St, Brooklyn, NY 11211, USA",Outdoor,40.7059027,-73.9620195
The Maurice Sendak Community School,School Garden,GrowNYC,"211 8th St, Brooklyn, NY 11215, USA",Outdoor,40.67099410000001,-73.9877319
Patrick F. Daly,School Garden,GrowNYC,"71 Sullivan St, Brooklyn, NY 11231, USA",Outdoor,40.6769361,-74.01193099999999
School of Science & Technology,School Garden,GrowNYC,"725 E 23rd St, Brooklyn, NY 11210, USA",Outdoor,40.6325873,-73.9542987
Homecrest,School Garden,GrowNYC,"1970 Homecrest Ave, Brooklyn, NY 11229, USA",Outdoor,40.6011615,-73.95999909999999
Caesar Rodney,School Garden,GrowNYC,"4211 14th Ave, Brooklyn, NY 11219, USA",Outdoor,40.6371629,-73.9858036
Ovington,School Garden,GrowNYC,"1225 Bay Ridge Ave, Brooklyn, NY 11219, USA",Outdoor,40.6247799,-74.0051318
Walter Kassenbrock,School Garden,GrowNYC,"8601 Ridge Blvd, Brooklyn, NY 11209, USA",Outdoor,40.6235788,-74.0335467
Arturo Toscanini,School Garden,GrowNYC,"350 Avenue X, Brooklyn, NY 11223, USA",Outdoor,40.5902191,-73.9698713
The Kings Highway Academy,School Garden,GrowNYC,"1599 E 22nd St, Brooklyn, NY 11210, USA",Outdoor,40.6125705,-73.9516447
Clinton Hill,School Garden,GrowNYC,"225 Adelphi St, Brooklyn, NY 11205, USA",Outdoor,40.6912212,-73.9712066
Doris L. Cohen,School Garden,GrowNYC,"1 Albemarle Rd, Brooklyn, NY 11218, USA",Outdoor,40.6455722,-73.9807532
Langston Hughes - PS 233,School Garden,GrowNYC,"9301 Avenue B, Brooklyn, NY 11236, USA",Outdoor,40.6514193,-73.9139793
Colonel David Marcus School,School Garden,GrowNYC,"1100 Newkirk Ave, Brooklyn, NY 11230, USA",Outdoor,40.6337679,-73.96624390000001
Janice Marie Knight School,School Garden,GrowNYC,"525 Lenox Rd, Brooklyn, NY 11203, USA",Outdoor,40.655042,-73.9406764
The Dual Language School of International Studies,School Garden,GrowNYC,"427 38th St, Brooklyn, NY 11232, USA",Outdoor,40.652853,-74.0046414
Emma L. Johnston,School Garden,GrowNYC,"976 President St, Brooklyn, NY 11225, USA",Outdoor,40.6688936,-73.9606878
Paerdegat,School Garden,GrowNYC,"1037 E 54th St, Brooklyn, NY 11234, USA",Outdoor,40.6312396,-73.9239955
Herman Schreiber,School Garden,GrowNYC,"1070 E 104th St, Brooklyn, NY 11236, USA",Outdoor,40.64415839999999,-73.8925788
The Caton,School Garden,GrowNYC,"18 Marlborough Rd, Brooklyn, NY 11226, USA",Outdoor,40.6497568,-73.96638159999999
The School For Future Leaders,School Garden,GrowNYC,"942 62nd St, Brooklyn, NY 11219, USA",Outdoor,40.6321361,-74.00756129999999
William Penn,School Garden,GrowNYC,"180 7th Ave, Brooklyn, NY 11215, USA",Outdoor,40.671733,-73.9785034
Dag Hammarskjold,School Garden,GrowNYC,"1801 Ave Y, Brooklyn, NY 11235, USA",Outdoor,40.5909705,-73.951458
Surfside,School Garden,GrowNYC,"2929 W 30th St, Brooklyn, NY 11224, USA",Outdoor,40.5746928,-73.9957664
Oliver H. Perry,School Garden,GrowNYC,"131 Norman Ave, Brooklyn, NY 11222, USA",Outdoor,40.72641429999999,-73.9498036
Philip Livingston,School Garden,GrowNYC,"314 Pacific St, Brooklyn, NY 11201, USA",Outdoor,40.68709200000001,-73.9883804
The Pacific,School Garden,GrowNYC,"450 Pacific St, Brooklyn, NY 11217, USA",Outdoor,40.6850381,-73.9829164
Henry Bristow,School Garden,GrowNYC,"417 6th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6686933,-73.982957
Brooklyn Arts and Science Elementary School,School Garden,GrowNYC,"443 St Marks Ave, Brooklyn, NY 11238, USA",Outdoor,40.6769629,-73.9600909
Brooklyn Occupational Training Center,School Garden,GrowNYC,"64 Avenue X, Brooklyn, NY 11223, USA",Outdoor,40.589132,-73.9810287
Teunis G. Bergen (aka Sarah Smith Garnet),School Garden,GrowNYC,"80 Underhill Ave, Brooklyn, NY 11238, USA",Outdoor,40.6784354,-73.96583059999999
School Garden 109,School Garden,GrowNYC,"1001 E 45th St, Brooklyn, NY 11203, USA",Outdoor,40.636395,-73.9333185
The Fort Hamilton School,School Garden,GrowNYC,"9115 5th Ave, Brooklyn, NY 11209, USA",Outdoor,40.6181011,-74.0286826
The Magnet School for Math and Science Inquiry,School Garden,GrowNYC,"4715 18th Ave, Brooklyn, NY 11204, USA",Outdoor,40.6289228,-73.979789
Louis Marshall,School Garden,GrowNYC,"1070 E 83rd St, Brooklyn, NY 11236, USA",Outdoor,40.6337115,-73.90796619999999
The Conselyea School,School Garden,GrowNYC,"320 Manhattan Ave, Brooklyn, NY 11211, USA",Outdoor,40.7148161,-73.94582989999999
School Garden 295,School Garden,GrowNYC,"330 18th St, Brooklyn, NY 11215, USA",Outdoor,40.660959,-73.9889256
Edward C. Blum,School Garden,GrowNYC,"100 Clermont Ave, Brooklyn, NY 11205, USA",Outdoor,40.6948636,-73.9717309
Elijah Stroud,School Garden,GrowNYC,"750 Classon Ave, Brooklyn, NY 11238, USA",Outdoor,40.6745299,-73.9609174
School Garden 032,School Garden,GrowNYC,"317 Hoyt St, Brooklyn, NY 11231, USA",Outdoor,40.6802493,-73.99140489999999
The Children's School,School Garden,GrowNYC,"512 Carroll St, Brooklyn, NY 11215, USA",Outdoor,40.6766338,-73.9854365
Brooklyn Brownstone School,School Garden,GrowNYC,"272 MacDonough St, Brooklyn, NY 11233, USA",Outdoor,40.6816928,-73.93575249999999
New American Academy,School Garden,GrowNYC,"60 E 94th St, Brooklyn, NY 11212, USA",Outdoor,40.66390699999999,-73.92780739999999
Connie Lekas School,School Garden,GrowNYC,"2525 Haring St, Brooklyn, NY 11235, USA",Outdoor,40.5912252,-73.938828
Jose De Diego,School Garden,GrowNYC,"250 Berry St, Brooklyn, NY 11249, USA",Outdoor,40.7148137,-73.9633052
Edna Cohen School,School Garden,GrowNYC,"2840 W 12th St, Brooklyn, NY 11224, USA",Outdoor,40.5780803,-73.98034
"School of Math, Science, and Healthy Living",School Garden,GrowNYC,"6214 4th Ave, Brooklyn, NY 11220, USA",Outdoor,40.6395128,-74.0203312
Park Slope,School Garden,GrowNYC,"180 6th Ave, Brooklyn, NY 11217, USA",Outdoor,40.6766719,-73.977631
Amersfort,School Garden,GrowNYC,"3829 Avenue K, Brooklyn, NY 11210, USA",Outdoor,40.6260567,-73.9388469
Lewis H. Latimer,School Garden,GrowNYC,"170 Gates Ave, Brooklyn, NY 11238, USA",Outdoor,40.6842985,-73.9603205
Automotive High School,School Garden,GrowNYC,"50 Bedford Ave, Brooklyn, NY 11222, USA",Outdoor,40.7220162,-73.9538965
The Ethical Community Charter School (TECCS),School Garden,GrowNYC,"700 Park Ave, Brooklyn, NY 11206, USA",Outdoor,40.6975513,-73.9477893
Highland Park Community School,School Garden,GrowNYC,"528 Ridgewood Ave, Brooklyn, NY 11208, USA",Outdoor,40.6858609,-73.8693804
I033K,School Garden,GrowNYC,"70 Tompkins Ave, Brooklyn, NY 11206, USA",Outdoor,40.696622,-73.9472359
International High School at Prospect Heights,School Garden,GrowNYC,"883 Classon Ave, Brooklyn, NY 11225, USA",Outdoor,40.67004070000001,-73.96102859999999
New American Academy Charter School,School Garden,GrowNYC,"5800 Tilden Ave, Brooklyn, NY 11203, USA",Outdoor,40.6478943,-73.9228473
Eugenio Maria De Hostos,School Garden,GrowNYC,"101 Walton St, Brooklyn, NY 11206, USA",Outdoor,40.7031073,-73.94833539999999
School Garden 004,School Garden,GrowNYC,"530 Stanley Ave, Brooklyn, NY 11207, USA",Outdoor,40.6570583,-73.8887202
Essence School,School Garden,GrowNYC,"590 Sheffield Ave, Brooklyn, NY 11207, USA",Outdoor,40.6622521,-73.8947836
Mary White Ovington,School Garden,GrowNYC,"7002 4th Ave, Brooklyn, NY 11209, USA",Outdoor,40.6335649,-74.0242775
The Parkside,School Garden,GrowNYC,"70 Ocean Pkwy, Brooklyn, NY 11218, USA",Outdoor,40.6489096,-73.9762077
Abraham Stockton,School Garden,GrowNYC,"700 Park Ave, Brooklyn, NY 11206, USA",Outdoor,40.6975513,-73.9477893
Frances E. Carter,School Garden,GrowNYC,"242 Cooper St, Brooklyn, NY 11207, USA",Outdoor,40.6897153,-73.9050266
Samuel F. Dupont,School Garden,GrowNYC,"75 Meserole Ave, Brooklyn, NY 11222, USA",Outdoor,40.7268745,-73.95412449999999
Lefferts Park,School Garden,GrowNYC,"7115 15th Ave, Brooklyn, NY 11228, USA",Outdoor,40.6193778,-74.0005869
Brooklyn Landmark Elementary School,School Garden,GrowNYC,"251 MacDougal St, Brooklyn, NY 11233, USA",Outdoor,40.680537,-73.910772
Roy H. Mann,School Garden,GrowNYC,"1420 E 68 St, Brooklyn, NY 11234, USA",Outdoor,40.6208332,-73.9131104
School Garden 036,School Garden,GrowNYC,"2045 Linden Blvd, Brooklyn, NY 11207, USA",Outdoor,40.6604038,-73.88725029999999
Sunset Park Avenue Elementary School,School Garden,GrowNYC,"4222 4th Ave, Brooklyn, NY 11232, USA",Outdoor,40.6506652,-74.0085124
Professional Pathways High School,School Garden,GrowNYC,"3000 Avenue X, Brooklyn, NY 11235, USA",Outdoor,40.5934398,-73.93678249999999
John Ericsson Middle School 126,School Garden,GrowNYC,"424 Leonard St, Brooklyn, NY 11222, USA",Outdoor,40.7197652,-73.9478321
John M. Harrigan,School Garden,GrowNYC,"425 Henry St, Brooklyn, NY 11201, USA",Outdoor,40.6868025,-73.9978323
School for Career Development,School Garden,GrowNYC,"510 Clermont Ave, Brooklyn, NY 11238, USA",Outdoor,40.6826484,-73.9690981
John F. Hylan,School Garden,GrowNYC,"60 Cook St, Brooklyn, NY 11206, USA",Outdoor,40.7027512,-73.9412174
School Garden 146,School Garden,GrowNYC,"610 Henry St, Brooklyn, NY 11231, USA",Outdoor,40.6794537,-74.0021478
Clara Cardwell,School Garden,GrowNYC,"616 Quincy St, Brooklyn, NY 11221, USA",Outdoor,40.688365,-73.9353462
Homecrest,School Garden,GrowNYC,"1970 Homecrest Ave, Brooklyn, NY 11229, USA",Outdoor,40.6011615,-73.95999909999999
Bergen Beach,School Garden,GrowNYC,"7103 Avenue T, Brooklyn, NY 11234, USA",Outdoor,40.6219849,-73.90925229999999
Toussaint L'Ouverture,School Garden,GrowNYC,"791 Empire Blvd, Brooklyn, NY 11213, USA",Outdoor,40.6639642,-73.9360397
Bedford Stuyvesant New Beginnings Charter School,School Garden,GrowNYC,"82 Lewis Ave, Brooklyn, NY 11206, USA",Outdoor,40.6946692,-73.937699
The Weeksville School,School Garden,GrowNYC,"1580 Dean St, Brooklyn, NY 11213, USA",Outdoor,40.6758257,-73.9355229
Beacon School of Excellence,School Garden,GrowNYC,"825 4th Ave, Brooklyn, NY 11232, USA",Outdoor,40.657666,-74.000168
Edward R. Murrow High School,School Garden,GrowNYC,"1600 Avenue L, Brooklyn, NY 11230, USA",Outdoor,40.6195422,-73.9589429
Brooklyn Studio Secondary School,School Garden,GrowNYC,"8310 21st Ave, Brooklyn, NY 11214, USA",Outdoor,40.6048465,-73.9947464
Brooklyn STEP Academy at Canarsie Educational Campus,School Garden,GrowNYC,"1600 Rockaway Pkwy, Brooklyn, NY 11236, USA",Outdoor,40.640443,-73.8987798
Samuel C. Barnes,School Garden,GrowNYC,"195 Sanford St, Brooklyn, NY 11205, USA",Outdoor,40.6926096,-73.9527438
Kensington,School Garden,GrowNYC,"202 Avenue C, Brooklyn, NY 11218, USA",Outdoor,40.6402049,-73.9772637
Lyons Community School,School Garden,GrowNYC,"223 Graham Ave, Brooklyn, NY 11206, USA",Outdoor,40.709729,-73.9443861
David A. Boody,School Garden,GrowNYC,"228 Ave. S, Brooklyn, NY 11223, USA",Outdoor,40.6006781,-73.9770341
Secondary School for Journalism,School Garden,GrowNYC,"237 7th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6693177,-73.97864109999999
Williamsburg Preparatory School,School Garden,GrowNYC,"257 N 6th St, Brooklyn, NY 11211, USA",Outdoor,40.7154923,-73.9550398
Digital Arts and Cinema Technology High School,School Garden,GrowNYC,"284 Baltic St, Brooklyn, NY 11201, USA",Outdoor,40.6849801,-73.9937004
Ronald Edmonds Learning Center,School Garden,GrowNYC,"300 Adelphi St, Brooklyn, NY 11205, USA",Outdoor,40.6885037,-73.9713999
Professional Pathways High School,School Garden,GrowNYC,"3000 Avenue X, Brooklyn, NY 11235, USA",Outdoor,40.5934398,-73.93678249999999
Brooklyn Prospect Charter School- Clinton Hill Middle School,School Garden,GrowNYC,"1100 Fulton St, Brooklyn, NY 11238, USA",Outdoor,40.681119,-73.956988
Robert Fulton,School Garden,GrowNYC,"37 Hicks St, Brooklyn, NY 11201, USA",Outdoor,40.7007185,-73.99297050000001
The Bedford Village,School Garden,GrowNYC,"50 Jefferson Ave, Brooklyn, NY 11216, USA",Outdoor,40.6823893,-73.9553153
Isaac Remsen,School Garden,GrowNYC,"325 Bushwick Ave, Brooklyn, NY 11206, USA",Outdoor,40.7050566,-73.9386916
World Academy for Total Community Health High School,School Garden,GrowNYC,"400 Granville Payne Ave, Brooklyn, NY 11207, USA",Outdoor,40.6669551,-73.89494119999999
Crispus Attucks,School Garden,GrowNYC,"180 Chauncey St, Brooklyn, NY 11233, USA",Outdoor,40.6805192,-73.92615409999999
The Math & Science Exploratory School,School Garden,GrowNYC,"345 Dean St, Brooklyn, NY 11217, USA",Outdoor,40.6837172,-73.98023959999999
Brooklyn School of Inquiry,School Garden,GrowNYC,"50 Avenue P, Brooklyn, NY 11204, USA",Outdoor,40.6070962,-73.9869672
Brooklyn Gardens Elementary School,School Garden,GrowNYC,"574 Dumont Ave, Brooklyn, NY 11207, USA",Outdoor,40.6655954,-73.8976315
Elizabeth G. Leary,School Garden,GrowNYC,"4011 Fillmore Ave, Brooklyn, NY 11234, USA",Outdoor,40.6137068,-73.9301496
