name,address,type,grow,source,lat,lon,lotarea,borocode,block,lot
Fishbridge Park Garden," Pearl Street, New York, NY 10038, USA",Community Garden,Outdoor,GreenThumb,40.70906779999999,-74.00137790000001,4034.0,1,106,22.0
Lower East Side People Care,"25 Rutgers Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.7130061,-73.98982420000002,2135.0,1,271,63.0
Clinton Community Garden (LES)," Stanton Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.7200101,-73.9844587,2533.0,1,344,148.0
Siempre Verde Garden," Stanton Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.7199304,-73.9840186,1197.0,1,344,153.0
Siempre Verde Garden," Attorney Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.719743799999996,-73.98400790000001,1405.0,1,344,158.0
Dorothy Strelsin Memorial Garden (Suffolk St. - Committee of Poor People)," Suffolk Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.7209516,-73.9847976,2383.0,1,350,5.0
Children's Magical Garden," Stanton Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.720735,-73.9865762,1834.0,1,354,16.0
Children's Magical Garden," Norfolk Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.7207075,-73.986367,1092.0,1,354,18.0
Parque De Tranquilidad,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7218374,-73.97968900000001,1803.0,1,373,10.0
Parque De Tranquilidad,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7218126,-73.9796313,1803.0,1,373,11.0
Parque De Tranquilidad,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.721787899999995,-73.9795736,1803.0,1,373,12.0
Orchard Alley,"346 East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7213651,-73.9785744,2701.0,1,373,26.0
Orchard Alley,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.721310100000004,-73.978441,5792.0,1,373,27.0
Orchard Alley,"356 East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7212689,-73.9783147,1674.0,1,373,30.0
"All People's Garden, Inc.","East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.721455799999994,-73.9795232,2404.0,1,373,58.0
"All People's Garden, Inc.","East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.721486,-73.9795953,1988.0,1,373,59.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.722518,-73.9794363,2645.0,1,374,10.0
El Jardin del Paraiso,"706 East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7224851,-73.9793569,2404.0,1,374,12.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7224521,-73.97927759999999,2404.0,1,374,13.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7224164,-73.97919820000001,2404.0,1,374,14.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7223835,-73.9791188,2404.0,1,374,15.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7223505,-73.9790395,2404.0,1,374,16.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.722317600000004,-73.9789601,2404.0,1,374,17.0
El Jardin del Paraiso,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7222846,-73.9788844,2404.0,1,374,18.0
El Jardin del Paraiso,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7220843,-73.9791406,2060.0,1,374,59.0
El Jardin del Paraiso,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7221255,-73.9792416,4119.0,1,374,60.0
El Jardin del Paraiso,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7221831,-73.9793751,4119.0,1,374,62.0
El Jardin del Paraiso,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7222271,-73.9794724,2060.0,1,374,64.0
Fireman's Memorial Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7242744,-73.9780035,4997.0,1,377,11.0
Fireman's Memorial Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.724225,-73.97788800000001,2340.0,1,377,14.0
Green Oasis Community Garden / Gilbert's Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7240849,-73.9775598,3859.0,1,377,18.0
Green Oasis Community Garden / Gilbert's Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7240355,-73.97743709999999,3860.0,1,377,20.0
Green Oasis Community Garden / Gilbert's Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7239778,-73.9773,4323.0,1,377,22.0
Green Oasis Community Garden / Gilbert's Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7239311,-73.9771882,2397.0,1,377,24.0
Green Oasis Community Garden / Gilbert's Garden,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7238982,-73.9771125,2397.0,1,377,25.0
Sam & Sadie Koenig Garden,"237 East 7 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.72409329999999,-73.9783426,1470.0,1,377,69.0
9th Street Community Garden & Park," Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7252926,-73.9776965,1329.0,1,379,1.0
9th Street Community Garden & Park," Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.725344799999995,-73.9776567,1233.0,1,379,2.0
9th Street Community Garden & Park," Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.725394200000004,-73.9775918,1642.0,1,379,3.0
9th Street Community Garden & Park," Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7254381,-73.97753409999999,1999.0,1,379,4.0
9th Street Community Garden & Park,"152 Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7254985,-73.9774907,1992.0,1,379,5.0
9th Street Community Garden & Park,"154 Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7255588,-73.9774474,1992.0,1,379,6.0
9th Street Community Garden & Park,"156 Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.725611,-73.9774077,1743.0,1,379,7.0
9th Street Community Garden & Park,"709 East 9 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7252184,-73.9772708,3782.0,1,379,59.0
9th Street Community Garden & Park,"East 9 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7252734,-73.977397,3782.0,1,379,61.0
9th Street Community Garden & Park,"East 9 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7252789,-73.97753409999999,1454.0,1,379,63.0
Le Petit Versailles Garden,"East 2 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7211323,-73.98179250000001,1525.0,1,384,28.0
Kenkeleba House Garden,"212 East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.722299,-73.982676,7100.0,1,385,11.0
Peach Tree Garden,"238 East 2 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7216401,-73.9819402,2621.0,1,385,51.0
Peach Tree Garden,"236 East 2 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7216758,-73.9820196,2674.0,1,385,52.0
Kenkeleba House Garden,"218 East 2 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7219531,-73.9826833,6570.0,1,385,60.0
The Humanitarians Garden,"270 East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7225842,-73.98145290000001,2380.0,1,386,21.0
The Humanitarians Garden,"272 East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7225513,-73.9813772,2380.0,1,386,22.0
Brisas Del Caribe,"237 East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7222796,-73.9814711,2404.0,1,386,52.0
Los Amigos,"221 East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.722513,-73.9820266,2652.0,1,386,60.0
Secret Garden,"53 Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7224935,-73.9803598,2160.0,1,387,40.0
Sage's Garden,"East 4 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7228229,-73.98087199999999,2388.0,1,387,46.0
6BC Botanical Garden,"East 6 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.723868700000004,-73.98074190000001,3445.0,1,387,121.0
6BC Botanical Garden,"East 6 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7238165,-73.9806228,4074.0,1,387,122.0
Fifth Street Slope Garden,"East 5 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7236052,-73.98086459999999,4161.0,1,387,155.0
Lower East Side Ecology Center,"215 East 7 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.724647999999995,-73.9796377,6500.0,1,390,46.0
Carmen Pabon Del Amanecer Jardin,"338 East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.724593,-73.9789702,17843.0,1,390,7502.0
La Plaza Cultural-Armando Perez,"East 9 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.725485,-73.9790132,2583.0,1,391,23.0
La Plaza Cultural-Armando Perez,"East 9 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.725449299999994,-73.9789339,2348.0,1,391,24.0
Flower Door Garden,"143 Avenue C, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7252544,-73.978584,22862.0,1,391,30.0
Earth People,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7251282,-73.9788871,2325.0,1,391,42.0
Earth People,"East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7251611,-73.9789628,2325.0,1,391,43.0
De Colores Community Yard & Cultural Center,"313 East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7254357,-73.97970959999999,1368.0,1,391,53.0
De Colores Community Yard & Cultural Center,"311 East 8 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.72546320000001,-73.9797745,1519.0,1,391,54.0
11 BC Serenity Garden,"East 11 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.72680510000001,-73.97846440000001,2370.0,1,393,20.0
Campos Community Garden,"East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.72724960000001,-73.97757309999999,5163.0,1,394,29.0
Toyota Childrens Learning Garden (Coradan Evaeden),"603 East 11 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7274777,-73.97900179999999,2206.0,1,394,67.0
Hope Garden,"East 2 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7220769,-73.98418769999999,2048.0,1,397,28.0
Miracle Garden,"194 East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7226669,-73.98356700000001,2569.0,1,398,27.0
Miracle Garden,"196 East 3 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7226367,-73.9834913,2568.0,1,398,28.0
Creative Little Garden,"East 6 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7246485,-73.98258879999999,2430.0,1,401,25.0
6th Street & Avenue B Garden,"East 6 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7244508,-73.9821523,1802.0,1,401,31.0
6th Street & Avenue B Garden,"90 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7244672,-73.9819431,3300.0,1,401,33.0
6th Street & Avenue B Garden,"86 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7243766,-73.9819936,2161.0,1,401,35.0
6th Street & Avenue B Garden,"84 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.724308,-73.9820405,2131.0,1,401,37.0
6th Street & Avenue B Garden,"82 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7242641,-73.9821235,2426.0,1,401,38.0
6th Street & Avenue B Garden," Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7241736,-73.9821885,4850.0,1,401,39.0
El Sol Brillante Garden,"522 East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7283974,-73.98028959999999,2581.0,1,405,19.0
El Sol Brillante Garden,"524 East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.728364500000005,-73.9802102,2581.0,1,405,20.0
El Sol Brillante Garden,"526 East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7283315,-73.9801344,2581.0,1,405,21.0
El Sol Brillante Garden,"528 East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7282986,-73.9800551,2581.0,1,405,22.0
Down to Earth Garden,"194 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7281008,-73.97926140000001,1261.0,1,405,30.0
Dias Y Flores,"520 East 13 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7291028,-73.9799791,2581.0,1,406,16.0
Dias Y Flores,"522 East 13 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7290698,-73.9798997,2581.0,1,406,17.0
Vamos A Sembrar,"200 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.728364299999996,-73.9790556,1100.0,1,406,37.0
Vamos A Sembrar,"198 Avenue B, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.728320399999994,-73.9790881,1100.0,1,406,38.0
El Sol Brillante Jr.,"537 East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7285812,-73.9795354,2581.0,1,406,46.0
M'finda Kalunga Garden," Chrystie Street, New York, NY 10002, USA",Community Garden,Outdoor,GreenThumb,40.721707099999996,-73.99155090000001,163046.0,1,420,1.0
11th Street Community Garden,"422 East 11 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.7286915,-73.9829377,2369.0,1,438,19.0
East Side Outside Community Garden,"404 East 12 Street, New York, NY 10009, USA",Community Garden,Outdoor,GreenThumb,40.72938320000001,-73.9830242,36137.0,1,439,10.0
First Street Garden,"48 East 1 Street, New York, NY 10003, USA",Community Garden,Outdoor,GreenThumb,40.7240125,-73.9896061,2402.0,1,443,53.0
Liz Christy Garden,"285 Bowery, New York, NY 10003, USA",Community Garden,Outdoor,GreenThumb,40.7241527,-73.99188249999999,11285.0,1,456,1.0
Albert's Garden,"18 East 2 Street, New York, NY 10003, USA",Community Garden,Outdoor,GreenThumb,40.7253987,-73.9909949,1407.0,1,458,40.0
Albert's Garden,"East 2 Street, New York, NY 10003, USA",Community Garden,Outdoor,GreenThumb,40.7254289,-73.991067,1675.0,1,458,41.0
LaGuardia Corner Community Garden,"509 La Guardia Place, New York, NY 10012, USA",Community Garden,Outdoor,GreenThumb,40.7275812,-73.9987372,16235.0,1,524,9.0
Jane Street Garden,"36 Jane Street, New York, NY 10014, USA",Community Garden,Outdoor,GreenThumb,40.7380194,-74.0045648,2164.0,1,625,34.0
Clinton Community Garden,"West 48 Street, New York, NY 10036, USA",Community Garden,Outdoor,GreenThumb,40.7627768,-73.9917371,15063.0,1,1057,50.0
Oasis Community Garden,"505 West 52 Street, New York, NY 10019, USA",Community Garden,Outdoor,GreenThumb,40.7663092,-73.9912276,5325.0,1,1081,26.0
West 87th Street Park & Garden,"West 87 Street, New York, NY 10024, USA",Community Garden,Outdoor,GreenThumb,40.7870891,-73.9709265,4100.0,1,1201,6.0
Pa'lante Community Garden (110th Street Block Assoc.),"1651 Madison Avenue, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7961658,-73.9473311,1906.0,1,1616,23.0
Pueblo Unido,"1659 Madison Avenue, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.796399,-73.9471142,2375.0,1,1616,53.0
La Cuevita Community Garden,"71 East 115 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.799117700000004,-73.9442949,2523.0,1,1621,30.0
Peaceful Valley,"1781 Madison Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.80045429999999,-73.9441637,2358.0,1,1622,50.0
Maggie's Magic Garden,"123 East 100 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.788819000000004,-73.949399,2573.0,1,1628,12.0
Maggie's Magic Garden,"1574 Lexington Avenue, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7887668,-73.94917149999999,2500.0,1,1628,15.0
Maggie's Magic Garden,"1576 Lexington Avenue, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.78882720000001,-73.9491245,2500.0,1,1628,16.0
103rd Street Community Garden,"105 East 103 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7909266,-73.9485559,12211.0,1,1631,2.0
El Cataño Garden,"171 East 110 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7945389,-73.94318270000001,2523.0,1,1638,32.0
Herb Garden (formerly 111th St. Betterment Assoc.),"178 East 111 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.794851799999996,-73.9431572,1766.0,1,1638,42.0
Family Community Garden Manhattan,"156 East 111 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7951183,-73.94378540000001,1892.0,1,1638,50.0
Herb Garden (formerly 111th St. Betterment Assoc.),"176 East 111 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7948738,-73.9432077,1766.0,1,1638,142.0
117th Street Community Garden,"172 East 117 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7988111,-73.9405569,1716.0,1,1644,46.0
Corozal Family,"170 East 117 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7988359,-73.9406111,1716.0,1,1644,146.0
El Gallo Community Garden,"1895 Lexington Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.799752500000004,-73.94050909999999,1192.0,1,1645,51.0
El Gallo Community Garden,"1893 Lexington Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7997086,-73.9405417,1130.0,1,1645,151.0
El Gallo Community Garden,"1891 Lexington Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.79966470000001,-73.94057420000001,1130.0,1,1645,152.0
Humacao Community Garden,"335 East 108 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7913504,-73.93952709999999,5046.0,1,1680,21.0
Neighbors of Vega Baja,"East 109 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.791979299999994,-73.9402416,3480.0,1,1680,44.0
Diamante Garden / Dimantis Garden,"308 East 118 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7978345,-73.9362959,4129.0,1,1689,46.0
Diamante Garden / Dimantis Garden,"306 East 118 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7978867,-73.9364223,4112.0,1,1689,47.0
Family Garden by Tiffany & Co.,"431 East 114 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.794281899999994,-73.9347752,2523.0,1,1708,17.0
Rodale Pleasant Park Community Garden,"437 East 114 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.794166499999996,-73.9344973,5046.0,1,1708,20.0
Rodale Pleasant Park Community Garden,"448 East 115 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.7944327,-73.9343598,2506.0,1,1708,29.0
Rodale Pleasant Park Community Garden,"450 East 115 Street, New York, NY 10029, USA",Community Garden,Outdoor,GreenThumb,40.79439970000001,-73.9342803,2506.0,1,1708,129.0
El Barrio Community Garden,"415 East 117 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7965624,-73.93404699999999,2523.0,1,1711,8.0
El Barrio Community Garden,"417 East 117 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7965349,-73.9339821,1892.0,1,1711,9.0
Home Depot Children's Garden,"421 East 117 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.796482700000006,-73.9338593,1892.0,1,1711,11.0
East Harlem Community Garden,"429 East 117 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.79637,-73.9335886,3784.0,1,1711,13.0
Los Amigos Garden NYRP,"326 Pleasant Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.79607539999999,-73.9320503,1946.0,1,1716,50.0
Walter Miller III Memorial Garden (La Casa Frela),"13 West 119 Street, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.8030103,-73.9455558,950.0,1,1718,31.0
West 124th Street Community Garden,"77 West 124 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.807050399999994,-73.9452744,2018.0,1,1722,5.0
Our Neighborhood Place - Abyssinian Development Corp.,"77 West 127 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.808995700000004,-73.9437773,2548.0,1,1725,6.0
Unity Park,"53 West 128 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.809340999999996,-73.9426607,5670.0,1,1726,14.0
Harlem Village Green,"54 West 129 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.809794000000004,-73.9429746,2698.0,1,1726,65.0
Harlem Grown 131st Street Farm,"34 West 131 Street, New York, NY 10037, USA",Community Garden,Outdoor,GreenThumb,40.8106961,-73.94124709999998,3331.0,1,1728,54.0
Harlem Rose Garden,"East 129 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.8085052,-73.93991609999999,1948.0,1,1753,67.0
Harlem Rose Garden,"6 East 129 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.808529899999996,-73.9399775,1998.0,1,1753,68.0
Harlem Rose Garden,"East 129 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.8085574,-73.9400425,1998.0,1,1753,168.0
Carolina Garden (formerly 116th Street Block Assoc.),"East 122 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.8026781,-73.93996829999999,2002.0,1,1770,67.0
Jackie Robinson Community Garden,"1761 Park Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.803070700000006,-73.94001850000001,2333.0,1,1771,1.0
Jackie Robinson Community Garden," Park Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.803131,-73.9399751,2250.0,1,1771,2.0
Jackie Robinson Community Garden,"103 East 122 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.8030843,-73.93977290000001,2523.0,1,1771,5.0
"Life Spire (CRMD, Inc.)","2015 Lexington Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.802578499999996,-73.9384513,865.0,1,1771,121.0
Papo's Garden,"220 East 119 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.799248799999994,-73.93769590000001,1514.0,1,1783,37.0
Papo's Garden,"218 East 119 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7992762,-73.9377573,2523.0,1,1783,38.0
La Casita,"223 East 119 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7996576,-73.93748609999999,2523.0,1,1784,11.0
Carver Community Garden,"242 East 124 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.802093400000004,-73.9346953,3028.0,1,1788,30.0
Carver Community Garden,"240 East 124 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.8021346,-73.9347892,3028.0,1,1788,31.0
Carver Community Garden,"238 East 124 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.802173100000005,-73.9348831,3028.0,1,1788,32.0
Carver Community Garden,"236 East 124 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.802214299999996,-73.9349806,3028.0,1,1788,34.0
Pleasant Village Community Garden,"342 Pleasant Avenue, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.796572,-73.93160909999999,16723.0,1,1815,2.0
Pleasant Village Community Garden,"505 East 118 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7963331,-73.93154799999999,2388.0,1,1815,5.0
Pleasant Village Community Garden,"507 East 118 Street, New York, NY 10035, USA",Community Garden,Outdoor,GreenThumb,40.7963029,-73.93147579999999,2439.0,1,1815,6.0
Electric Ladybug Garden,"237 West 111 Street, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.8008849,-73.95629579999999,5046.0,1,1827,14.0
Luigi's Garden of Love,"227 West 115 Street, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.803354399999996,-73.95435450000001,1892.0,1,1831,16.0
West 104th Street Garden,"6 West 104 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.7967945,-73.96171240000001,2472.0,1,1839,38.0
West 104th Street Garden,"8 West 104 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.796822,-73.96178459999999,1959.0,1,1839,39.0
West 104th Street Garden,"10 West 104 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.796857700000004,-73.9618496,2632.0,1,1839,40.0
West 104th Street Garden,"14 West 104 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.79692360000001,-73.9620193,2725.0,1,1839,42.0
West 104th Street Garden,"16 West 104 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.7969565,-73.9620915,2119.0,1,1839,43.0
West 104th Street Garden,"18 West 104 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.796984,-73.96215649999999,2018.0,1,1839,44.0
La Perla Community Garden,"78 West 105 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.798205700000004,-73.9631238,1733.0,1,1840,62.0
La Perla Community Garden,"West 105 Street, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.7982305,-73.9631816,1749.0,1,1840,63.0
Mobilization For Change Community Garden,"955 Columbus Avenue, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.799704,-73.9621839,1944.0,1,1842,61.0
Garden of Love,"302 West 116 Street, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.8043954,-73.9560479,1892.0,1,1848,55.0
Garden of Love,"304 West 116 Street, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.8044201,-73.9561093,1892.0,1,1848,56.0
The Julia Gabriel People's Garden,"1040 Amsterdam Avenue, New York, NY 10025, USA",Community Garden,Outdoor,GreenThumb,40.8038847,-73.96355770000001,4760.0,1,1883,28.0
New 123rd Street Block Association Community Garden,"112 West 123 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8066314,-73.9474132,2018.0,1,1907,41.0
New 123rd Street Block Association Community Garden,"114 West 123 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.806658899999995,-73.9474745,2018.0,1,1907,42.0
